Offre,Type_Activite,Cluster_Adresse,Adresse,Code_Postal,Commune,Code_Insee,Latitude,Longitude,Telephone,Mail,Url,Equipement,Animal_Accepte,Groupe_Accepte,Langue,Ouverture_Annee,Reservation_Possible
AIRE DE PIQUE-NIQUE DU PARC DE LA TOURNERIE,Aire de pique-nique,    Le parc de la Tournerie  ,    Le parc de la Tournerie  ,85430,AUBIGNY-LES CLOUZEAUX,85008,46.6025568,-1.4485473,,,,Toilettes,,,,oui,non
AIRE DE PIQUE-NIQUE DU PARC DE LA LANDEBAUDIÈRE,Aire de pique-nique,  Parc de Landebaudière    ,  Parc de Landebaudière    ,85130,LA GAUBRETIERE,85097,46.945722,-1.071051,,,,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU PARC DE LA BARBOTINE,Aire de pique-nique##Jeux pour enfants,  Parc de la Barbotine   La Barbotine - LE FUILET,  Parc de la Barbotine   La Barbotine - LE FUILET,49270,MONTREVAULT-SUR-EVRE,49218,47.2693711,-1.1361484,02 41 75 54 19,lefuilet@uneautreloire.fr,http://evre-et-bocage-animations.fr/default/,Aire de pique nique##Toilettes,oui,oui,,,oui
AIRE DE PIQUE-NIQUE DU PARC DE LA BARBINIÈRE,Aire de pique-nique,  Parc de la Barbinière    ,  Parc de la Barbinière    ,85290,SAINT-LAURENT-SUR-SEVRE,85238,46.962979,-0.9085019,,,,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU LAVOIR,Aire de pique-nique,    Rue du Stade  ,    Rue du Stade  ,85700,REAUMUR,85187,46.7183788,-0.8013233,02 51 57 90 99,mairie@reaumur.fr,http://www.reaumur.fr/,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU LAURIER VERT,Aire de pique-nique,"    En contrebas du château, route d'Evrunes  ","    En contrebas du château, route d'Evrunes  ",85290,MORTAGNE-SUR-SEVRE,85151,46.994298,-0.9604309,,,,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU LAC DE MOULIN PAPON,Aire de pique-nique,      Moulin Papon,      Moulin Papon,85000,LA ROCHE-SUR-YON,85191,46.6944531,-1.4130391,,,,,,,,oui,non
AIRE DE PIQUE-NIQUE DU LAC DE L'ESPÉRANCE ,Aire de pique-nique,    Route du Lac  ,    Route du Lac  ,85700,POUZAUGES,85182,46.7794491,-0.8532305,02 51 57 01 37,mairie@pouzauges.com,http://www.pouzauges.com/,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU LAC DE FINFARINE,Aire de pique-nique,      Garnaud,      Garnaud,85440,POIROUX,85179,46.4995258,-1.5517104,02 51 96 22 56,mairie.poiroux@wanadoo.fr,,Toilettes,,,,,non
AIRE DE PIQUE-NIQUE DU JARDIN COMMUNAL,Aire de pique-nique,Rue du Lac      ,    Rue du Lac  ,85440,POIROUX,85179,46.5050807,-1.5350276,02 51 96 22 56,mairie.poiroux@wanadoo.fr,,Toilettes,,,,,non
AIRE DE PIQUE-NIQUE DU GOULET,Aire de pique-nique,    Rue du Goulet  ,    Rue du Goulet  ,85520,SAINT-VINCENT-SUR-JARD,85278,46.4093145,-1.5442333,02 51 33 41 17,mairie@saintvincentsurjard.fr,,Toilettes,,,,,non
AIRE DE PIQUE-NIQUE DU FOYER RURAL DU TABLIER,Aire de pique-nique,Foyer Rural   Rue du Foyer rural  ,Foyer Rural   Rue du Foyer rural  ,85310,LE TABLIER,85285,46.5736831,-1.3376399,,,,Aire de pique nique##Toilettes,,,,oui,non
AIRE DE PIQUE-NIQUE DU FIEF DE LA CHARRIÈRE,Aire de pique-nique,    Le Fief de la Charrière  ,    Le Fief de la Charrière  ,85390,TALLUD-SAINTE-GEMME,85287,46.6950835,-0.9556075,02.51.00.34.78,mairietalludstegemme@wanadoo.fr,http://www.tallud-sainte-gemme.fr/,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU CRAPA,Aire de pique-nique,    Rue des Bourbes  ,    Rue des Bourbes  ,85560,LONGEVILLE-SUR-MER,85127,46.4043341,-1.4887072,02 51 33 30 33,accueil@longevillesurmer.fr,,Aire de pique nique##Toilettes,,,,,non
AIRE DE PIQUE-NIQUE DU COURS BAYARD,Aire de pique-nique,    Square Bayard  ,    Square Bayard  ,85000,LA ROCHE-SUR-YON,85191,46.6660516,-1.4280838,,,,Aire de pique nique,,,,oui,non
AIRE DE PIQUE-NIQUE DU COLOMBIER,Aire de pique-nique,    Chemin des Bourochelles  ,    Chemin des Bourochelles  ,85700,POUZAUGES,85182,46.7827008,-0.8376685,02 51 57 01 37,mairie@pouzauges.com,http://www.pouzauges.com/,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU CLOS THOREL,Aire de pique-nique,      Le Clos Thorel,      Le Clos Thorel,85520,SAINT-VINCENT-SUR-JARD,85278,46.4161891,-1.5470711,02 51 33 41 17,,,Aire de pique nique##Toilettes,,,,,non
AIRE DE PIQUE-NIQUE DU CHEMIN DE LA BALANGERIE,Aire de pique-nique,    Chemin de la Balangerie  ,    Chemin de la Balangerie  ,85000,MOUILLERON-LE-CAPTIF,85155,46.7239377,-1.4418416,,,,Aire de pique nique,,,,oui,non
CENTRE AQUATIQUE CAP VERT,Piscine,    Rue Pierre de Coubertin BP 431,    Rue Pierre de Coubertin BP 431,85500,LES HERBIERS,85109,46.8617958,-1.0194605,02 51 64 87 97,capvert.85@vert-marine.com,http://www.vert-marine.com/cap-vert-les-herbiers-85/,Aire de pique nique##Restaurant##Toilettes,non,oui,Français,oui,non
CANOËS D'ANJOU,Base ou club nautique,    Lieu dit La Croix Rouge  ,    Lieu dit La Croix Rouge  ,49160,SAINT-MARTIN-DE-LA-PLACE,49304,47.30952,-0.14483,06 69 41 27 04,info@canoes.fr,http://www.canoes.fr,,oui,oui,Anglais##Français,,non
CAP FORM BOWLING,Bowling##Salle de billard,64 rue henri batard      ,64 rue henri batard      ,53000,LAVAL,53130,48.0731915,-0.7994283,02.43.02.89.89,cap-form@orange.fr,http://www.capform-53.fr/page-2-bowling-billard-restauration-bar-reunion-seminaire-laval-mayenne-tournois.html,,,,,,non
"CANOË, KAYAK ET MINI-RAFT",Activités sportives,avenue de la Colmont      ,avenue de la Colmont      ,53120,GORRON,53107,48.4116799,-0.813055,02 43 08 52 93,parcloisirs.colmont@orange.fr,http://www.parcloisirscolmont.wixsite.com/gorron,,oui,oui,Anglais##Français,non,oui
AIRE DE PIQUE-NIQUE DU CHAMP DE FOIRE,Aire de pique-nique,    rd 93 direction campbon  ,    rd 93 direction campbon  ,44260,LA CHAPELLE-LAUNAY,44033,47.3756665,-1.9704402,02 28 00 28 47,ctarde@cc-loiresillon.fr,,Aire de pique nique,,,,oui,non
AIRE DE PIQUE-NIQUE DU CHAMP DE FOIRE,Aire de pique-nique,    Rue du Champ de Foire  ,    Rue du Champ de Foire  ,85440,AVRILLE,85010,46.4698667,-1.4916908,02 51 22 32 22,mairie.avrille85@wanadoo.fr,,Toilettes,,,,,non
CANOË VENDEE,Activités sportives,    Chemin de la justice  ,    Chemin de la justice  ,85220,LA CHAIZE-GIRAUD,85045,46.6520807,-1.8115449,07 50 26 44 82,canovendee@gmail.com,http://www.canoe-vendee.com,,,,,non,non
ALOA BEAUTY-HAMMAM ORIENTAL- INSTITUT DE BEAUTÉ-MAGNÉTISME&SOIN ENERGIE FITNESS ET FORME,Balnéothérapie et Spa##Salle de remise en forme,    22 rue Lamartine Résidence Anne de Bretagne,    22 rue Lamartine Résidence Anne de Bretagne,44350,GUERANDE,44069,47.32789,-2.41748,02 40 62 10 06,aloabeauty@orange.fr,http://www.aloabeauty.fr,,non,,Anglais,,non
AIRE DE PIQUE-NIQUE DU BOURG DE LA FLOCELLIÈRE,Aire de pique-nique,      La Flocellière,      La Flocellière,85700,SEVREMONT,85090,46.831865,-0.859595,02 51 57 22 19,secretariat.sevremont@orange.fr,http://laflocelliere.fr/,Aire de pique nique,,,,,non
CANOË KAYAK AU PARC DES LOISIRS DE VAUX,Activités sportives,    Parc de Loisirs de Vaux  ,    Parc de Loisirs de Vaux  ,53300,AMBRIERES-LES-VALLEES,53003,48.390194,-0.617652,02 43 08 84 90,reservation@canoekayak-ambrieres.fr,http://canoekayak-ambrieres.fr/,,oui,oui,Anglais##Français,non,oui
AIRE DE PIQUE-NIQUE DU BOURDIN,Aire de pique-nique,      Le Bourdin,      Le Bourdin,85110,MONSIREIGNE,85145,46.7011933,-0.9578314,02 51 66 41 07,mairie@monsireigne.fr,http://www.monsireigne.fr/,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU BOIS JOALLAND,Aire de pique-nique,    Route du Bois Joalland l'Immaculée,Route du Bois Joalland     L'Immaculée,44600,SAINT-NAZAIRE,44184,47.2811262,-2.2569779,,,,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DU BOIS DES GIRONDINS,Aire de pique-nique,      Le bois des Girondins,      Le bois des Girondins,85000,LA ROCHE-SUR-YON,85191,46.7150419,-1.369437,,,,,,,,oui,non
AIRE DE PIQUE-NIQUE DU BOIS DES BOURIES,Aire de pique-nique,  Parking du Veillon Rue du Veillon  ,  Parking du Veillon Rue du Veillon  ,85440,TALMONT-SAINT-HILAIRE,85288,46.4401576,-1.6616013,02 51 90 64 42,info@talmontsainthilaire.fr,,Toilettes,,,,,non
AIRE DE PIQUE-NIQUE DU BOIS DE LA FOLIE,Aire de pique-nique,    Rue du Terrier Marteau  ,    Rue du Terrier Marteau  ,85700,POUZAUGES,85182,46.7901844,-0.8425562,02 51 57 01 37,mairie@pouzauges.com,http://www.pouzauges.com/,Aire de pique nique,,,,,non
CANOTIKA,Activités sportives,Capitainerie Port de plaisance 6 quai de Coubertin  ,Capitainerie Port de plaisance 6 quai de Coubertin  ,53200,CHATEAU-GONTIER,53062,47.830665,-0.7034134,02 53 68 50 11,info@canotika.fr,www.canotika.fr,,non,oui,Anglais##Français,non,oui
CANOË KAYAK CHANTONNAY,Activités sportives,  Zone de loisirs de Touchegray Lac de l'Angle Guignard  ,  Zone de loisirs de Touchegray Lac de l'Angle Guignard  ,85110,CHANTONNAY,85051,46.6535697,-1.0650247,,jeanmichelbernard@orange.fr,http://www.canoekayakfontenaylecomte.fr,,,oui,Français,non,non
AIRE DE PIQUE-NIQUE DES TERRES NOIRES,Aire de pique-nique,      Les Terres Noires,      Les Terres Noires,85000,LA ROCHE-SUR-YON,85191,46.6917495,-1.4474658,,,,,,,,oui,non
CANOE-KAYAK CLUB DU MANS,Base ou club nautique,    2 rue Paul Doumer  Ile aux Sports,    2 rue Paul Doumer Ile aux Sports,72000,LE MANS,72181,47.9873081,0.23651057,02 43 84 38 16,,http://www.canoekayak-lemans.net/,Aire de pique nique##Toilettes,non,oui,Anglais##Espagnol##Français,oui,non
AIRE DE PIQUE-NIQUE DES RINIÈRES,Aire de pique-nique##Jeux pour enfants##Terrain omnisports,      Parc des Rinières - LA POMMERAYE,      Parc des Rinières - LA POMMERAYE,49620,MAUGES-SUR-LOIRE,49244,47.3583399,-0.8620074,,,www.lapommeraye.fr,Aire de pique nique,oui,oui,,oui,non
CANOË KAYAK CLUB ANGERS (CKCA),Base ou club nautique,"    75, avenue du Lac de Maine  ","    75, avenue du Lac de Maine  ",49000,ANGERS,49007,47.45772,-0.59711,02 41 72 07 04,info@ckca.fr,http://www.ckca.fr,,,,Français,,non
CANOE KAYAK VALLÉE DE POUPET,Activités sportives,      Poupet,      Poupet,85590,SAINT-MALO-DU-BOIS,85240,46.923535,-0.8771669,,contact@canoepoupet.fr,http://canoepoupet.fr/,,non,oui,Français,non,non
ALPES MANCELLES AVENTURES,Base ou club nautique##Base VTT##Calèche##Loueur de vélos##Mur d'escalade,    le Gué Plard  ,    le Gué Plard  ,72130,SAINT-LEONARD-DES-BOIS,72294,48.3533187,-0.0799027,06 89 05 23 95,g.jouatel@hotmail.fr,http://www.canoekayak.biz,Toilettes,non,oui,Anglais##Français,non,oui
AIRE DE PIQUE-NIQUE DES OUDAIRIES,Aire de pique-nique,    Parc des Oudairies  ,    Parc des Oudairies  ,85000,LA ROCHE-SUR-YON,85191,46.6695179,-1.4060424,,,,,,,,oui,non
CANOE-KAYAK CLUB DU MANS,Activités sportives,    2 rue Paul Doumer  Ile aux Sports,    2 rue Paul Doumer  Ile aux Sports,72000,LE MANS,72181,47.9872372,0.23651899,02 43 84 38 16,,http://www.canoekayak-lemans.net/,,non,oui,Anglais##Espagnol##Français,oui,oui
AIRE DE PIQUE-NIQUE DES LUCETTES,Aire de pique-nique,    Quai du saumon MONTJEAN-SUR-LOIRE,    Quai du saumon MONTJEAN-SUR-LOIRE,49570,MAUGES-SUR-LOIRE,49244,47.3925709,-0.8630771,02 41 39 07 07,,,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DES JUSTICES,Aire de pique-nique,    Les Justices Saint Michel Mont Mercure,    Les Justices Saint Michel Mont Mercure,85700,SEVREMONT,85090,46.8431139,-0.9165673,02 51 57 20 32,mairie@saintmichelmontmercure.fr,http://www.saintmichelmontmercure.fr/,Aire de pique nique,,,,,non
AIRE DE PIQUE-NIQUE DES JARDINS DE L'ANJOU,Aire de pique-nique,      Le Vaujou - LA POMMERAYE,      Le Vaujou - LA POMMERAYE,49620,MAUGES-SUR-LOIRE,49244,47.3583399,-0.8620074,,,www.lapommeraye.fr,Aire de pique nique,oui,oui,,oui,non
AIRE DE PIQUE-NIQUE DES DIAMANTS,Aire de pique-nique,    Rond Point des Diamants  ,    Rond Point des Diamants  ,85500,CHAMBRETAUD,85048,46.9229701,-0.9718394,,,,Aire de pique nique,,,,,non
CANOË KAYAK - CAPITAINERIE,Activités sportives,  Capitainerie  Place du Bassin  ,  Capitainerie Place du Bassin  ,44390,NORT-SUR-ERDRE,44110,47.4380324,-1.4957048,06 86 38 60 99,capitainerie-nortsurerdre@orange.fr,http://www.nort-sur-erdre.fr/jsp/site/Portal.jsp?page_id=164,,,,Français,,oui
AIRE DE PIQUE-NIQUE DES COTEAUX DU BESSON,Aire de pique-nique,    Les Coteaux de Besson  ,    Les Coteaux de Besson  ,85390,CHAVAGNES-LES-REDOUX,85066,46.7001461,-0.955865,02 51 92 41 59,mairie.chavagneslesredoux@wanadoo.fr,http://www.chavagneslesredoux.fr/,Aire de pique nique,,,,,non
CANOE KAYAK CLUB FERTOIS,Bateaux promenade,    Place du Général De Gaulle  ,    Place du Général de Gaulle  ,72400,LA FERTE-BERNARD,72132,48.184306,0.648803,02 43 93 35 02,ckcf3000@yahoo.fr,http://kayak.ferte.free.fr,Aire de pique nique##Toilettes,oui,oui,Anglais##Espagnol##Français,non,oui
CENTRE NAUTIQUE MUNICIPAL - STAND-UP PADDLE,Activités sportives,      Plage des Bélugas,      Plage des Bélugas,85460,LA FAUTE-SUR-MER,85307,46.3289944,-1.3251664,02 51 56 43 41,centrenautique@lafautesurmer.fr,,,non,oui,Français,non,oui
CENTRE SOCIAL ET SOCIO-CULTUREL DU CANTON DE CHEMILLÉ,Activités culturelles,"    5, rue de la Gabardière  ","    5, rue de la Gabardière  ",49120,CHEMILLE-EN-ANJOU,49092,47.2166732,-0.7275263,02 41 30 50 55,infos@centresocial-chemille.asso.fr,centresocial-chemille.asso.fr,,,,,,non
AIRE DE PIQUE-NIQUE DES ANCIENS REMPARTS A ROCHESERVIERE,Aire de pique-nique,      rue de la Malcoute,      rue de la Malcoute,85620,ROCHESERVIERE,85190,46.9353179,-1.514769,,,,Aire de pique nique##Toilettes,,,,oui,non
ALLIANCE PORNIC RESORT HOTEL THALASSO SPA,Thalassothérapie,    Plage de la Source  ,    Plage de la Source  ,44210,PORNIC,44131,47.10697,-2.09684,02 40 82 91 73,info.resa@thalassopornic.com,http://www.thalassopornic.com,Bar##Restaurant##Salle de réunion équipée,non,oui,,oui,non
CAMPING LA CHABOTIERE LOCATION VELO,Activités sportives,    Place des Tilleuls  ,    Place des Tilleuls  ,72800,LUCHE-PRINGE,72175,47.7020744,0.07401899,02 43 45 10 00,contact@lachabotiere.com,,,oui,,Anglais##Français,,oui
TINTAMARRE,Activités culturelles,    9 quai Gambetta  ,    9 quai Gambetta  ,49290,CHALONNES-SUR-LOIRE,49063,47.350301,-0.764121,09 84 08 84 26,cafedesenfantsdeloire@gmail.com,http://www.letintamarre.cf/,,,,,oui,non
CALINS CA-ANES,Calèche##Formules itinérantes##Jeux pour enfants,      Bellevue,      Bellevue,85220,LA CHAPELLE-HERMIER,85054,46.6657249,-1.7687335,06 11 74 70 19,contact@calins-ca-anes.fr,http://www.calins-ca-anes.fr/,Bar##Toilettes,oui,oui,Anglais##Français,non,oui
TERRAIN DE BASKET-BALL,Activités sportives,    rue des Ecoles  ,    rue des Ecoles  ,85470,BREM-SUR-MER,85243,46.604096,-1.832109,,,,,,,,,non
CABARET LE PLATEAU D'ARGENT,Discothèque bar de nuit##Salle de spectacle,    2 rue du Stade  ,    2 rue du Stade  ,85770,VIX,85303,46.3670374,-0.8642882,02 51 50 58 07,leplateaudargent@orange.fr,http://www.leplateaudargent.com/,,non,oui,,oui,oui
CABARET LA BELLE ENTRÉE,Salle de spectacle,    Rue de la paix  ,    Rue de la paix  ,85250,SAINT-ANDRE-GOULE-D'OIE,85196,46.8344956,-1.1907507,02 51 31 10 12,contact@labelleentree.com,http://www.labelleentree.com,Bar##Restaurant##Salle de projection##Salle de réunion équipée##Toilettes,,oui,Anglais,non,oui
SOCIÉTÉ LES AMIS RÉUNIS,Boule de fort/sable,      La Basse île,La Basse Ile      ,49290,CHALONNES-SUR-LOIRE,49063,47.350301,-0.764121,02 41 78 09 93,,,,,,,,non
SOCIÉTÉ LE DÉSESPOIR DES DAMES,Boule de fort/sable,  38 rue de la Croix de la Bourgonnière    ,  38 rue de la Croix de la Bourgonnière    ,49290,CHALONNES-SUR-LOIRE,49063,47.350301,-0.764121,02 41 77 83 94,,,,,,,,non
SOCIÉTÉ LE CERCLE DE L'UNION,Boule de fort/sable,Route de Chalonnes      ,Route de Chalonnes      ,49170,SAINT-GEORGES-SUR-LOIRE,49283,47.40883,-0.763546,,,,,,,,,oui
SOCIÉTÉ LA FONTAINE,Boule de fort/sable,"4, rue Boré      ","4, rue Boré      ",49190,DENEE,49120,47.378686,-0.608063,,,,,,,,,non
CABARET CAFE-THEATRE LE PATIS,Salle de spectacle,  Le Pâtis 38/40 rue d'Eichthal  ,  Le Pâtis 38/40 rue d'Eichthal  ,72000,LE MANS,72181,48.0000829,0.18502599,02 43 87 75 72,cabaretlepatis@orange.fr,http://www.cabaretlepatis.com,,,oui,,oui,oui
C3D STUDIO,Activités culturelles,    31 rue du 8 mai 1945  ,    31 rue du 8 mai 1945  ,85450,CHAMPAGNE-LES-MARAIS,85049,46.3803653,-1.1192166,02 51 56 63 78,charlot.corinne@wanadoo.fr,,,,,,oui,oui
CANOE KAYAK ALPES MANCELLES AVENTURES,Activités sportives,    le Gué Plard  ,    le Gué Plard  ,72130,SAINT-LEONARD-DES-BOIS,72294,48.3532749,-0.0798859,06 89 05 23 95,g.jouatel@hotmail.fr,http://www.canoekayak.biz,,oui,oui,Anglais##Français,non,oui
CANI-RANDO,Formules itinérantes,    Chemin du Parcaigneau Plan d'eau,    Chemin du Parcaigneau Plan d'eau,72350,BRULON,72050,47.9631706,-0.2279832,06 62 58 66 82,lestipisdubdv@gmail.com,http://www.lebonheurdevivre.net/,,non,oui,Anglais##Espagnol##Français,non,non
AIRE DE PIQUE-NIQUE DES OURNAIS,Aire de pique-nique,    Les Ournais  ,    Les Ournais  ,85700,POUZAUGES,85182,46.7731491,-0.8392563,02 51 57 01 37,mairie@pouzauges.com,http://www.pouzauges.com/,Aire de pique nique,,,,,non
BATEAU PROMENADE LA LUCE ,Bateaux promenade,      Le Cul du Moulin - CHAMPTOCEAUX,      Le Cul du Moulin - CHAMPTOCEAUX,49270,OREE D'ANJOU,49069,47.3396678,-1.2755473,02 40 83 60 00,contact@loire-en-scene.fr,http://www.loire-en-scene.fr,Aire de pique nique##Toilettes,oui,oui,Anglais,non,non
BULLE D'AIR,Montgolfière,       ,       ,44240,SUCE-SUR-ERDRE,44201,47.3289854,-1.5226892,06 22 44 52 80,contact@montgolfiere-nantes.com,http://www.bulledairmontgolfiere.com,,non,oui,Anglais##Français,oui,oui
C.A. EVRON VTT,Base VTT,    19 PROMENADE DES FOURS A CHAUX  ,    19 PROMENADE DES FOURS A CHAUX  ,53600,EVRON,53097,48.156427,-0.402864,06 10 25 75 17,caevronvtt@orange.fr,http://tourmayennevtt.free.fr,,non,,Français,oui,oui
CAFE RESTAURANT LE MILORD ,Bar à thème,9 rue mesles      ,9 rue mesles      ,53000,LAVAL,53130,48.0785146,-0.7669905,02 43 66 32 58,,,,,,,,non
SOCIÉTÉ DE L'AVENIR,Boule de fort/sable,1 route de Beaulieu      ,1 route de Beaulieu      ,49190,ROCHEFORT-SUR-LOIRE,49259,47.356721,-0.65719,,,,,,,,,oui
AIRE DE PIQUE-NIQUE DU CALVAIRE DE LA CHAUSSEE A GESVRES,Aire de pique-nique,      La Chaussée,      La Chaussée,53370,GESVRES,53106,48.3738745,-0.1458167,02 43 03 52 58,mairiedegesvres@orange.fr,,Aire de pique nique,oui,oui,,oui,non
CANOE-KAYAK PREFERENCE PLEIN AIR,Activités sportives,    le Gasseau  ,      le Gasseau,72130,SAINT-LEONARD-DES-BOIS,72294,48.3608309,-0.0779093,06 08 43 37 60,reservations@canoelocation.com,http://www.canoelocation.com,,oui,oui,Anglais##Français,non,oui
BRITTANY POLO CLUB,Centre équestre,    Congor  ,    Congor  ,44350,GUERANDE,44069,47.31195,-2.44266,02 40 62 02 64,info@brittanypoloclub.com,http://www.brittanypoloclub.com,Restaurant,oui,,Anglais,,non
BREIZH JUMP,Complexe de loisirs,    Bois des Aulnes  ,    Bois des Aulnes  ,44500,LA BAULE-ESCOUBLAC,44055,47.28312,-2.39357,07 88 43 23 67,breizhjump@orange.fr,,Aire de pique nique,,,Anglais,,non
RENÉE VAN OS MÉDECINES DOUCES,Activités culturelles,    13 Impasse du Parassinia  ,    13 Impasse du Parassinia  ,85350,L'ILE-D'YEU,85113,46.723722,-2.348442,02 51 58 59 62,reneevanos@live.fr,http://www.reneevanos.sitew.fr,,,,Allemand##Anglais##Néerlandais,,non
CANOE KAYAK DE CLISSON,Aire de pique-nique##Barque/Chaland##Base de paddle##Base ou club nautique##Cale de mise à l'eau##Jeux pour enfants,    Moulin de Plessard  ,    Moulin de Plessard  ,44190,CLISSON,44043,47.08282,-1.273244,02 40 54 39 59,ckclisson@orange.fr,http://www.ckclisson.fr/,Aire de pique nique##Toilettes,non,oui,Anglais##Français,oui,non
SOCIÉTÉ DE LA CONCORDE,Boule de fort/sable,7 bis rue du canal de Monsieur      ,7 bis rue du canal de Monsieur      ,49190,VAL-DU-LAYON,49292,47.301536,-0.632924,,,,,,,,,oui
BOWLING ET LASER GAME,Bowling##Jeux pour enfants##Lasergame##Salle de billard##Vivarium - aquarium,    ZAC de la Monnerie Allée des Gabares,    ZAC de la Monnerie Allée des Gabares,72200,LA FLECHE,72154,47.702172,-0.0507206,02 43 45 49 26,bowlinglelaserbowl@orange.fr,http://www.laserbowl.fr,Bar##Toilettes,non,oui,,oui,non
RANDO 100 BORNARDS DE GARDE,Activités sportives,       ,       ,49120,CHEMILLE-EN-ANJOU,49092,47.211755,-0.727028,,,,,,,,,non
QUATRE SENTIERS PÉDESTRES,Formules itinérantes,       ,       ,85470,BREM-SUR-MER,85243,46.604096,-1.832109,,,,,,,,,non
SAINTPHIL'OISIRS,Jeux pour enfants,       ,       ,44310,SAINT-PHILBERT-DE-GRAND-LIEU,44188,47.034331,-1.640213,,,,Bar,oui,oui,Français,non,non
BRIN DE FORME,Balnéothérapie et Spa##Piscine##Salle de remise en forme,    39 rue Louis Moron Brissac Quincé,    39 rue Louis Moron Brissac Quincé,49320,BRISSAC LOIRE AUBANCE,49050,47.35196,-0.44557,02 41 20 17 75,contact@brindeforme.fr,http://www.brindeforme.fr,,non,,Français,oui,non
PONEY CLUB DU LOIR: ENSEIGNEMENT. BALADES,Activités sportives,    La Gaugrière Route de Marcé  ,    La Gaugrière Route de Marcé  ,49140,SEICHES-SUR-LE-LOIR,49333,47.572014,-0.35677,06 03 55 63 83,poneyclubduloir@sfr.fr,http://pcduloir.ffe.com/,,oui,oui,Français,oui,oui
BRIÈRE EVASION,Barque/Chaland##Bateaux promenade##Calèche,    Port de la Pierre Fendue  ,    Port de la Pierre Fendue  ,44410,SAINT-LYPHARD,44175,47.38958,-2.29601,02 40 91 41 96,briere.evasion@wanadoo.fr,http://www.briere-decouverte.com,Aire de pique nique,oui,,,oui,non
PETANQUE HILAIROISE,Boulodrome,"    61, Avenue de l'Isle de Riez  ","    61, Avenue de l'Isle de Riez  ",85270,SAINT-HILAIRE-DE-RIEZ,85226,46.720609,-1.94591,02.51.55.23.45,,http://club.quomodo.com/petanquehilairoise/accueil.html,,,,,,non
RANDO AMIS DES SENTIERS,Activités sportives,"    22, rue Jeanne Thomas  ","    22, rue Jeanne Thomas  ",49120,CHEMILLE-EN-ANJOU,49092,47.211755,-0.727028,,,,,,,,,non
PECHE EN BORD DE MER - SUR LES ROCHERS,Activités sportives,       ,       ,85270,SAINT-HILAIRE-DE-RIEZ,85226,46.720609,-1.94591,,,,,,,,,non
"PECHE A PIED, A LA LIGNE, EN MER",Activités sportives,"    21 ter, rue de l'océan   ","    21 ter, rue de l'océan   ",85470,BREM-SUR-MER,85243,46.604096,-1.832109,02.51.90.92.33,contact@bremsurmer-tourisme.fr,http://www.bremsurmer.com,,,,,,non
BOWLING DU MANS,Bowling##Salle de billard,  Bowling du Mans 56 boulevard Nicolas Cugnot  ,  Bowling du Mans 56 boulevard Nicolas Cugnot  ,72100,LE MANS,72181,47.9833104,0.22134883,02 43 86 86 86,,,Bar##Restaurant##Salle de projection##Salle de réunion équipée##Toilettes,non,oui,Allemand##Anglais##Français,oui,oui
PARCOURS LUDIQUE LA TETE ET LES JAMBES,Jeux pour enfants,  Belvédère de Perseigne    ,  Belvédère de Perseigne    ,72600,VILLAINES-LA-CARELLE,72374,48.376089,0.298525,,,,,oui,,,oui,non
PARC HENRI IV CLISSON,Aire de pique-nique##Jeux pour enfants,    rue de la montée de l'éperon   ,    rue de la montée de l'éperon   ,44190,CLISSON,44043,47.086633,-1.284105,02 40 80 17 80,contact@mairie-clisson.fr,http://www.mairie-clisson.com/,,,,,,non
