"Nom de l'offre d'activité touristique","Type détaillé d'activité","Adresse partie 1: Porte/escalier","Adresse partie 1 suite","Adresse partie 2","Adresse partie 3","Code postal","Commune de l'activité","Cedex de l'adresse postale","Code Insee de la Commune","location","Latitude","Longitude","Situation de l'offre","Emplacement géographique","N° de téléphone mobile","N° de téléphone fixe","N° de fax","Adresse e-Mail","Url du site web","Type de plateforme/url","Services proposés sur l'équipement de loisir","Equipements présents sur le site de loisir","Animal accepté: oui / non","Complément information animal accepté","Labels","Label tourisme handicap","Groupe accepté: oui / non","Catégorie de la prestation fournie","Type formule itinérante","Activité sportive proposée","Type activité culturelle proposée","Langues parlées à l'accueil","Langues des audio guides","Visites libres proposées aux individuels en permanence: oui / non","Durée de visite pour les individuels","Visites guidées proposées aux individuels en permanence: oui / non","Visites guidées proposées aux individuels sur demande: oui / non","Langues des panneaux d'info","Langues parlées","Complément d'info sur les visites","Visites guidées proposées aux groupes en permanence: oui / non","Visites pédagogiques proposées aux groupes en permanence: oui / non","Visites guidées proposées aux groupes en permanence: oui / non","Visites guidées proposées aux groupes sur demande: oui / non","Durée de visite pour les groupes","Lieux de pratique de l'activité de loisirs","Commune de départ de la formule itinérante","Commune d'arrivée de la formule itinérante","Ouverture de l'offre toute l'année: oui / non","Horaires d'ouvertures","ResaDirecte","Centrale de réservation en ligne: oui / non","Nom centrale de réservation en ligne: url réservation en ligne / téléphone centrale / mail centrale","Tarifs","Tarif gratuit : oui / non","Modes de paiement acceptés"
"AIRE DE PIQUE-NIQUE - PLAN D'EAU DE BAIGNADE","Aire de pique-nique","","","Avenue Amiral Courbet","","85460","L'AIGUILLON-SUR-MER","","85001","[ 46.3322141 , -1.3096654]","46.3322141","-1.3096654","Bord de mer||||0##||||58##||||87","En extérieur ombragé##En extérieur soleil","","02 51 56 40 31","","","","","Espace jeux","Aire de pique nique##Toilettes","oui","","","","oui","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - PLAGE DE ROCHEFORT SUR LOIRE","Aire de pique-nique","","","","","49190","ROCHEFORT-SUR-LOIRE","","49259","[ 47.3592457 , -0.6565938]","47.3592457","-0.6565938","","","","02 41 78 70 24","","","","","Espace jeux","Aire de pique nique","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - PLAGE DE LA BARRIQUE","Aire de pique-nique","","","Boulevard de la forêt","","85460","LA FAUTE-SUR-MER","","85307","[ 46.3233426 , -1.3182791]","46.3233426","-1.3182791","","","","02 51 97 19 20","","mairie@lafautesurmer.fr","http://www.lafautesurmer.fr/","","","Aire de pique nique##Toilettes","oui","","","","oui","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - PLACE DU MARCHÉ","Aire de pique-nique","","","Rue Paul Berjonneau","","85580","SAINT-MICHEL-EN-L'HERM","","85255","[ 46.350769 , -1.2557833]","46.350769","-1.2557833","","","","02 51 30 22 03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - PLACE DU CHAMP DE FOIRE","Aire de pique-nique","","","Place du Champ de Foire","","85450","SAINTE-RADEGONDE-DES-NOYERS","","85267","[ 46.3776896 , -1.0596303]","46.3776896","-1.0596303","","","","","","","","","","Aire de pique nique##Toilettes","","","","","","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - PLACE DE L'EGLISE","Aire de pique-nique","","","Place de l'Eglise","","85450","CHAILLE-LES-MARAIS","","85042","[ 46.3935576 , -1.0209768]","46.3935576","-1.0209768","Bord de mer||||33##||||28##||||70","En extérieur ombragé","","02 51 56 72 98","","","","","","Aire de pique nique##Toilettes","oui","","","","non","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - PLACE DE L'EGLISE","Aire de pique-nique","","","Place de l'église","","85450","PUYRAVAULT","","85185","[ 46.3781046 , -1.0856079]","46.3781046","-1.0856079","","","","","","","","","","Aire de pique nique##Toilettes","","","","","","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - PLACE CLEMENCEAU","Aire de pique-nique","","","Place Clemenceau","","85450","CHAMPAGNE-LES-MARAIS","","85049","[ 46.380528 , -1.123948]","46.380528","-1.123948","Bord de mer||||22##||||38##||||82","En extérieur ombragé","","02 51 56 61 10","","","","","","Aire de pique nique##Toilettes","oui","","","","non","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - PASSAVANT-SUR-LAYON","Aire de pique-nique","","","","","49560","PASSAVANT-SUR-LAYON","","49236","[ 47.10222 , -0.38763]","47.10222","-0.38763","","","","02 41 59 55 17","","passavantsurlayon@wanadoo.fr","","","","","oui","","","","","","","","","Français","","","","","","","","","","","","","","","","","","","","","","","",""
"BASE NAUTIQUE","Activités sportives","","","Avenue de l'Estacade","","85160","SAINT-JEAN-DE-MONTS","","85234","[ 46.7889 , -2.08389]","46.7889","-2.08389","Aéroport/aérodrome||||##Autoroute||||##Gare routière||||##Héliport||||##||||##Bord de mer||||##||||##Bord de mer||||","","","02 51 58 00 75","","nautisme@saint-jean-de-monts.com","http://www.saint-jean-de-monts.com","","","","","","","","oui","","","Char à voile","","Anglais","","","","","","","","","","","","","","","","","","01/07/2017||27/08/2017||||||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00##28/08/2017||02/09/2017||||||09:30||||||19:00||09:30||||||19:00||09:30||||||19:00||09:30||||||19:00||09:30||||||19:00||09:30||||||19:00||09:30||||||19:00##04/09/2017||31/10/2017||||||09:00||12:30||14:00||17:30||09:00||12:30||14:00||17:30||09:00||12:30||14:00||17:30||09:00||12:30||14:00||17:30||09:00||12:30||14:00||17:30||09:00||12:30||14:00||17:30||09:00||12:30||14:00||17:30##01/11/2017||31/03/2018||||||09:00||12:30||14:00||17:30||09:00||12:30||14:00||17:30||09:00||12:30||14:00||17:30||09:00||12:30||14:00||17:30||09:00||12:30||14:00||17:30||||||||||||||||","","","","","","Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances"
"AIRE DE PIQUE-NIQUE - PORT DE LA POSSONNIÈRE","Aire de pique-nique","","","","Le Port","49170","LA POSSONNIERE","","49247","[ 47.3715793 , -0.6844644]","47.3715793","-0.6844644","","","","02 41 72 20 75","","","","","Espace jeux","Aire de pique nique##Toilettes","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - PARCOURS DE L'EVRE","Aire de pique-nique","","","Rue Pasteur","","49340","TREMENTINES","","49355","[ 47.11581 , -0.79197]","47.11581","-0.79197","","","","02 41 62 55 25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01/01/2014||31/12/2014||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"AIRE DE PIQUE-NIQUE - PARC MAIRIE","Aire de pique-nique","","","Rue des Mauges","","49280","SAINT-LEGER-SOUS-CHOLET","","49299","[ 47.09448 , -0.91438]","47.09448","-0.91438","","","","02 41 56 23 23","","","","","","","oui","","","","","","","","","","","","","","","","","","","","","","","","","","","01/01/2014||31/12/2014||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"AIRE DE PIQUE-NIQUE - PARC DU TRÉZON","Aire de pique-nique","","","Stade","","49360","TOUTLEMONDE","","49352","[ 47.05236 , -0.763]","47.05236","-0.763","","","","02 41 55 02 16","","","","","","","oui","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIRE DE PIQUE-NIQUE - PARC DES FLORALIES ","Aire de pique-nique","","","Rue des Campeurs / bd la petite hollande","","85360","LA TRANCHE-SUR-MER","","85294","[ 46.3465205 , -1.4455199]","46.3465205","-1.4455199","","En extérieur ombragé##En extérieur soleil","","","","","","","Espace jeux","Aire de pique nique","oui","Tenus en laisse","","","oui","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - PARC DEMARTIAL","Aire de pique-nique","","","Parc Demartial","Rue de la Forêt","49280","MAZIERES-EN-MAUGES","","49195","[ 47.04618 , -0.8161]","47.04618","-0.8161","","","","02 41 62 35 12","","","","","","","oui","","","","","","","","","","","","","","","","","","","","","","","","","","","01/01/2014||31/12/2014||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"AIRE DE PIQUE-NIQUE - PARC DE MOINE","Aire de pique-nique","","","Parc de Moine","Boulevard Delhumeau Plessis","49300","CHOLET","","49099","[ 47.05314 , -0.87575]","47.05314","-0.87575","","","","02 72 77 20 00","","","","","","","oui","","","","","","","","","","","","","","","","","","","","","","","","","","","01/01/2014||31/12/2014||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"AIRE DE PIQUE-NIQUE - PALLIAS","Aire de pique-nique","","Salle de sports","","Pallias","85320","MOUTIERS-SUR-LE-LAY","","85157","[ 46.554182 , -1.154277]","46.554182","-1.154277","","","","02 51 27 50 70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - NUEIL-SUR-LAYON","Aire de pique-nique","","","7 Rue de la Mairie","NUEIL-SUR-LAYON","49560","LYS-HAUT-LAYON","","49373","[ 47.1172 , -0.36612]","47.1172","-0.36612","","","","02 41 59 50 49","","nueilsurlayon@lyshautlayon.fr","http://https://www.lyshautlayon.fr/fr/221/lys-haut-layon/nos-communes-deleguees/nueil-sur-layon.html","","","","oui","","","","","","","","","Français","","","","","","","","","","","","","","","","","","","","","","","",""
"AIRE DE PIQUE-NIQUE - MOULIN MARTIN","Aire de pique-nique","","","","Moulin Martin","85320","CHATEAU-GUIBERT","","85061","[ 46.568647 , -1.238141]","46.568647","-1.238141","Bord de mer||||34##||||56##||||53","En extérieur ombragé","","02 51 30 54 03","","","","","","Aire de pique nique","oui","","","","oui","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - MORTEVIEILLE","Aire de pique-nique","","","","Mortevieille","85320","LA BRETONNIERE-LA-CLAYE","","85036","[ 46.511846 , -1.272892]","46.511846","-1.272892","","","","02 51 27 61 49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - MARAIS SALANT","Aire de pique-nique","","","","","85450","CHAMPAGNE-LES-MARAIS","","85049","[ 46.3725487 , -1.1350631]","46.3725487","-1.1350631","Bord de mer||||22##||||38##||||82","En extérieur soleil","","02 51 56 61 10","","","","","","Aire de pique nique","oui","","","","non","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - MAISON DE LA RÉSERVE","Aire de pique-nique","","","","Les Huttes","85370","NALLIERS","","85159","[ 46.4483922 , -1.022673]","46.4483922","-1.022673","","","","","","","","","","Salle de réunion équipée##Toilettes","","","","","","","","","","Français","","oui","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - MAINCLAYE","Aire de pique-nique","","","","Mainclaye","85320","BESSAY","","85023","[ 46.527555 , -1.158303]","46.527555","-1.158303","","","","02 51 27 53 82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LES VOUREUILS","Aire de pique-nique","","","","Les Voureuils","85400","LAIROUX","","85117","[ 46.4523753 , -1.257953]","46.4523753","-1.257953","","","","02 51 56 14 01","","mairie.de.lairoux@wanadoo.fr","","","","Aire de pique nique","oui","","","","oui","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LES TOURS","Aire de pique-nique","","Parking de Dissais","","","85320","MAREUIL-SUR-LAY-DISSAIS","","85135","[ 46.5338143 , -1.2233481]","46.5338143","-1.2233481","","","","02 51 30 51 05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LES TAILLÉES","Aire de pique-nique","","Aire des Taillées","","","85320","ROSNAY","","85193","[ 46.540264 , -1.307819]","46.540264","-1.307819","","","","02 51 30 54 06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LES ROCHES","Aire de pique-nique","","","","Les Roches","85320","CHATEAU-GUIBERT","","85061","[ 46.578626 , -1.2473019]","46.578626","-1.2473019","Bord de mer||||34##||||56##||||53","En extérieur soleil","","02 51 30 54 03","","","","","","Aire de pique nique","oui","","","","non","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LES GUIFETTES","Aire de pique-nique","","Domaine des Guifettes","Rue de la Clairaye","","85400","LUCON","","85128","[ 46.4457516 , -1.1728955]","46.4457516","-1.1728955","","","","02 51 29 19 19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LES FAUCHARDIÈRES","Aire de pique-nique","","","","Les Fauchardières","85320","CHATEAU-GUIBERT","","85061","[ 46.5845558 , -1.26639]","46.5845558","-1.26639","Bord de mer||||34##||||56##||||53","En extérieur soleil","","02 51 30 54 03","","","","","","Aire de pique nique","oui","","","","non","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LES AMOURETTES","Aire de pique-nique","","","Rue du puits","","85460","LA FAUTE-SUR-MER","","85307","[ 46.3157365 , -1.3058544]","46.3157365","-1.3058544","","","","02 51 97 19 20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LE TIROUET","Aire de pique-nique","","","Rue de Lattre","","85580","SAINT-DENIS-DU-PAYRE","","85207","[ 46.40376 , -1.2572079]","46.40376","-1.2572079","","","","02 51 27 20 28","","mairie.stdenisp@orange.fr","","Google+||https://plus.google.com/105583753019001884800/about?hl=fr","","Aire de pique nique","oui","","","","oui","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LE PONTET","Aire de pique-nique","","","","Le Pontet","85320","BESSAY","","85023","[ 46.534612 , -1.144136]","46.534612","-1.144136","","","","02 51 27 53 82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LE PINIER D'ASNIERE","Aire de pique-nique","","Aire du Pinier d'Asnière","","","85320","ROSNAY","","85193","[ 46.540264 , -1.307819]","46.540264","-1.307819","","","","02 51 30 54 06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LE PARC DES HAMEAUX DE L'ETANG","Aire de pique-nique","","","Le Parc des Hameaux de l'Etang","","49340","TREMENTINES","","49355","[ 47.12434 , -0.79188]","47.12434","-0.79188","","","","02 41 62 55 25","","","","","","","oui","","","","","","","","","","","","","","","","","","","","","","","","","","","01/01/2014||31/12/2014||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"BASE NAUTIQUE - NORT SUR ERDRE","Base ou club nautique","","","13, place du Bassin","","44390","NORT-SUR-ERDRE","","44110","[ 47.4378295 , -1.4958184]","47.4378295","-1.4958184","Gare SNCF||Nort||1","","06 86 38 60 99","","","accueil@nort-sur-erdre.fr","http://www.nort-sur-erdre.fr/jsp/site/Portal.jsp?page_id=164","Google+||http://www.nort-sur-erdre.fr/jsp/site/Portal.jsp?page_id=164","Espace jeux","Aire de pique nique","oui","à tenir en laisse sur l'embarcation","","","oui","","","","","","","","","","","Français","","Carte de l'Erdre et de la rivière en canoë disponible auprès de l'Office de Tourisme","","","","","","","","","non","01/05/2017||30/06/2017||||fermeture les mardi et jeudi||09:00||11:00||15:30||18:30||||||||||09:00||11:00||15:30||18:30||||||||||09:00||11:00||15:30||18:30||09:00||12:00||14:00||19:00||09:00||12:00||14:00||19:00##01/07/2017||31/08/2017||||||09:00||12:00||14:00||18:30||09:00||12:00||14:00||18:30||09:00||12:00||14:00||18:30||09:00||12:00||14:00||18:30||09:00||12:00||14:00||18:30||09:00||12:00||14:00||18:30||09:00||12:00||14:00||18:30##01/09/2017||30/09/2017||||fermeture les mardi et jeudi||09:00||11:00||15:30||18:30||||||||||09:00||11:00||15:30||18:30||||||||||09:00||11:00||15:30||18:30||09:00||12:00||14:00||19:00||09:00||12:00||14:00||19:00","Sylvain Perraud||06 86 38 60 99||capitainerie-nortsurerdre@orange.fr","","","Tarif indiv. adulte||||||location canoe##Tarif indiv. adulte||||||location kayak##Tarif indiv. adulte||||||bateau élect 5 pers##Tarif indiv. adulte||||||bateau elect 7 pers","non","Chèques bancaires et postaux##Chèques Vacances"
"AIRE DE PIQUE-NIQUE - SAINTE  CHRISTINE","Aire de pique-nique","","","Port de Sainte Christine","","85490","BENET","","85020","[ 46.3655727 , -0.6376222]","46.3655727","-0.6376222","","En extérieur ombragé##En extérieur soleil","","02 51 00 96 26","","contact@mairie-benet.fr","","","","Aire de pique nique##Toilettes","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LE MOULIN D'EAU","Aire de pique-nique","","","Le Moulin d'Eau","TREMONT","49310","LYS-HAUT-LAYON","","49373","[ 47.15636 , -0.44249]","47.15636","-0.44249","","","","02 41 59 45 80","","tremont@lyshautlayon.fr","http://https://www.lyshautlayon.fr/","","","","oui","","","","","","","","","Français","","","","","","","","","","","","","","","","","","","","","","","",""
"AIRE DE PIQUE-NIQUE - LE MARILLET","Aire de pique-nique","","Parking du Marillet","","","85320","MAREUIL-SUR-LAY-DISSAIS","","85135","[ 46.5362203 , -1.2239971]","46.5362203","-1.2239971","","","","","","","","","","","","","","","","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LE GORGEAIS","Aire de pique-nique","","","","Le Gorgeais","85400","LAIROUX","","85117","[ 46.4684084 , -1.281996]","46.4684084","-1.281996","","","","02 51 56 14 01","","mairie.de.lairoux@wanadoo.fr","","","","Aire de pique nique","oui","","","","oui","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LE COMMUNAL","Aire de pique-nique","","","","Le Communal","85320","PÉAULT","","85171","[ 46.4565742 , -1.2047897]","46.4565742","-1.2047897","","","","02 51 97 70 12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LE BOIS DES LAVES","Aire de pique-nique","","","","","85450","LA TAILLEE","","85286","[ 46.3884292 , -0.939052]","46.3884292","-0.939052","","","","","","","","","","Aire de pique nique##Toilettes","","","","","","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
"AIRE DE PIQUE-NIQUE - LE BOIS DES HAINTOUX","Aire de pique-nique","","","Rue Océane","","85400","LAIROUX","","85117","[ 46.4498998 , -1.2645919]","46.4498998","-1.2645919","","","","02 51 56 14 01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","","","","","","oui",""
